"type_id";"breed";"sex_id";"size_id";"animal_id";"days_in_shelter";"intake_id";"intake_subtype";"outcome_type";"outcome_subtype";"intake_condition";"outcome_condition";"location";"age"
2;"DOMESTIC SH";1;2;"A356743";10;3;"FIELD";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95446(38.503755, -122.9935)";7
1;"CHIHUAHUA SH";3;4;"A326200";14;1;"FIELD";"ADOPTION";"WALKIN";"TREATABLE/REHAB";"HEALTHY";"95407(38.4127094, -122.7412153)";10
1;"PIT BULL";1;1;"A322415";0;2;"FLD_ARREST";"RETURN TO OWNER";"";"UNKNOWN";"";"95407(38.4127094, -122.7412153)";10
2;"DOMESTIC SH";3;6;"A307811";4;1;"OVER THE COUNTER";"ADOPTION";"INTERNET";"HEALTHY";"HEALTHY";"95448(38.613965, -122.869825)";10
1;"CHIHUAHUA SH";4;2;"A375403";16;1;"FIELD";"TRANSFER";"GDR";"TREATABLE/REHAB";"TREATABLE/REHAB";"94141(37.766125, -122.41056)";16
1;"PIT BULL";4;3;"A333055";6;1;"FIELD";"EUTHANIZE";"ILL SEVERE";"UNTREATABLE";"UNTREATABLE";"";9
1;"WELSH CORGI CAR/MIX";1;2;"A369436";4;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WALKIN";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";9
2;"SIAMESE";3;2;"A391599";0;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"UNKNOWN";"PENDING";"95401(38.44366, -122.7246163)";23
3;"RAT";2;2;"A301986";12;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95409(38.46382, -122.67058)";11
1;"PIT BULL/MIX";2;3;"A421035";3;2;"FLD_HOSPTL";"RETURN TO OWNER";"OVER THE COUNTER_ARREST";"UNKNOWN";"PENDING";"";2
1;"BOSTON TERRIER";1;4;"A240098";0;6;"VET_HOSP";"RETURN TO OWNER";"FLD_MCHIP";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";13
3;"RABBIT SH";1;2;"A386782";30;2;"FLD_CRUEL";"TRANSFER";"HSSC";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";7
3;"RABBIT SH";5;2;"A406783";10;1;"OVER THE COUNTER";"EUTHANIZE";"UNDERAGEWT";"UNKNOWN";"UNTREATABLE";"";3
1;"HAVANESE";3;2;"A322509";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"HEALTHY";"HEALTHY";"95409(38.46382, -122.67058)";13
2;"DOMESTIC SH";3;2;"A399500";0;1;"FIELD";"RETURN TO OWNER";"FLD_MCHIP";"UNKNOWN";"HEALTHY";"95403(38.4716444, -122.7398255)";16
1;"LABRADOR RETR/BORDER COLLIE";3;3;"A408550";133;1;"PHONE";"ADOPTION";"FINDER";"TREATABLE/REHAB";"HEALTHY";"95404(38.44511, -122.708)";5
1;"GERM SHEPHERD";4;1;"A371922";0;1;"VET_HOSP";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"PENDING";"95407(38.4127094, -122.7412153)";7
1;"BORDER COLLIE/MIX";1;1;"A362029";1;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"UNKNOWN";"HEALTHY";"95401(38.44366, -122.7246163)";17
1;"CHIHUAHUA SH/MIX";3;4;"A306354";13;6;"PRIV_SHELT";"ADOPTION";"INTERNET";"HEALTHY";"HEALTHY";"95409(38.46382, -122.67058)";11
2;"DOMESTIC SH";3;6;"A308051";57;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"TREATABLE/REHAB";"HEALTHY";"95492(38.541355, -122.80026)";10
1;"AUST CATTLE DOG";2;5;"A409550";7;1;"FIELD";"TRANSFER";"MARIN HS";"UNKNOWN";"HEALTHY";"94949(38.0670948, -122.5355114)";3
2;"DOMESTIC SH";2;6;"A391204";1;1;"OVER THE COUNTER";"TRANSFER";"PETLUMA PP";"UNKNOWN";"TREATABLE/REHAB";"94952(38.237, -122.640695)";5
1;"AUST CATTLE DOG/QUEENSLAND HEEL";3;3;"A329270";6;5;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";10
2;"DOMESTIC SH";1;2;"A344875";3;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"HEALTHY";"HEALTHY";"95476(38.288405, -122.464525)";9
2;"DOMESTIC SH";3;2;"A341611";62;1;"COMM CAT";"ADOPTION";"WALKIN";"TREATABLE/REHAB";"HEALTHY";"95446(38.503755, -122.9935)";10
2;"DOMESTIC SH";1;6;"A292130";88;1;"OVER THE COUNTER";"TRANSFER";"GREEN DOG";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";10
1;"SIBERIAN HUSKY/MIX";1;3;"A411266";262;2;"FLD_CRUEL";"TRANSFER";"HOMEFREE";"TREATABLE/MANAGEABLE";"HEALTHY";"92660(33.6380708, -117.8755457)";13
1;"CHIHUAHUA SH";1;4;"A349985";26;1;"FIELD";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";9
1;"GREAT PYRENEES";3;7;"A396395";46;1;"VET_HOSP";"TRANSFER";"CWOB";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";5
1;"MASTIFF";1;5;"A340355";31;1;"FIELD";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"94559(38.300505, -122.291095)";9
1;"PIT BULL/MIX";3;3;"A310642";104;1;"FIELD";"ADOPTION";"INTERNET";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";12
1;"CHIHUAHUA SH/MIX";3;5;"A349145";8;5;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";8
1;"GERM SHEPHERD/MIX";1;3;"A415413";1;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"PENDING";"95401(38.44366, -122.7246163)";8
3;"CALIFORNIAN/MIX";1;2;"A363881";74;1;"OVER THE COUNTER";"TRANSFER";"RP SHELTER";"HEALTHY";"HEALTHY";"94928(38.3499842, -122.6928413)";8
1;"PIT BULL";1;1;"A397187";78;1;"FIELD";"TRANSFER";"ROCKET DOG";"HEALTHY";"TREATABLE/MANAGEABLE";"94146(37.751375, -122.43283)";6
1;"ROTTWEILER";3;3;"A340563";7;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"HEALTHY";"HEALTHY";"95405(38.443415, -122.69178)";11
2;"DOMESTIC SH";1;2;"A347070";57;1;"OVER THE COUNTER";"ADOPTION";"INTERNET";"TREATABLE/MANAGEABLE";"TREATABLE/MANAGEABLE";"95409(38.46382, -122.67058)";17
1;"CHIHUAHUA LH";4;2;"A315320";29;1;"PRIV_SHELT";"TRANSFER";"GREEN DOG";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";22
2;"HIMALAYAN";1;2;"A353424";13;1;"OVER THE COUNTER";"EUTHANIZE";"ILL SEVERE";"UNKNOWN";"UNTREATABLE";"95421(38.5325498, -123.0878063)";20
1;"DOBERMAN PINSCH/BELG SHEEPDOG";4;1;"A378360";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";7
2;"DOMESTIC SH";3;6;"A324739";52;1;"OVER THE COUNTER";"ADOPTION";"SPEC EVENT";"TREATABLE/REHAB";"HEALTHY";"95405(38.443415, -122.69178)";9
1;"CHIHUAHUA SH/MIX";1;2;"A410917";19;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";3
1;"GERM SHEPHERD";3;1;"A320006";4;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"HEALTHY";"95492(38.541355, -122.80026)";15
2;"DOMESTIC SH";3;6;"A404925";27;1;"OVER THE COUNTER";"ADOPTION";"WESTFARM";"UNKNOWN";"PENDING";"95453(39.046095, -122.91967)";4
2;"DOMESTIC SH";5;6;"A355647";0;1;"OVER THE COUNTER";"TRANSFER";"HSSC";"UNKNOWN";"TREATABLE/REHAB";"95407(38.4127094, -122.7412153)";7
1;"FRENCH BULLDOG";4;3;"A419338";1;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95492(38.541355, -122.80026)";2
1;"PLOTT HOUND/MIX";3;2;"A401971";35;1;"PHONE";"ADOPTION";"SCAS WEB";"UNKNOWN";"HEALTHY";"94608(37.84288, -122.2856)";4
2;"DOMESTIC SH";1;6;"A317565";15;3;"OVER THE COUNTER";"ADOPTION";"49ER PET";"HEALTHY";"HEALTHY";"95404(38.44511, -122.708)";10
1;"CHIHUAHUA SH";3;2;"A310287";24;3;"FIELD";"TRANSFER";"HSSC";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";12
2;"DOMESTIC SH";3;6;"A309337";72;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"TREATABLE/REHAB";"HEALTHY";"95403(38.4716444, -122.7398255)";10
1;"CAIRN TERRIER/MIX";1;2;"A331007";22;1;"FIELD";"TRANSFER";"RP SHELTER";"HEALTHY";"HEALTHY";"94928(38.3499842, -122.6928413)";9
1;"MALTESE";1;2;"A298268";0;1;"FIELD";"RETURN TO OWNER";"FLD_MCHIP";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";14
1;"PIT BULL";4;1;"A285844";3;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";13
1;"GREAT PYRENEES/LABRADOR RETR";4;3;"A417281";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"PENDING";"95407(38.4127094, -122.7412153)";2
1;"LABRADOR RETR";1;1;"A312582";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"HEALTHY";"HEALTHY";"94922(38.34708, -122.97113)";20
2;"DOMESTIC SH";4;6;"A362287";8;1;"OVER THE COUNTER";"TRANSFER";"EBSPCA";"HEALTHY";"HEALTHY";"94805(37.938085, -122.328815)";7
2;"SIAMESE/MIX";3;6;"A363892";27;1;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95472(38.4007555, -122.8277055)";7
2;"DOMESTIC SH";1;2;"A403075";17;1;"FIELD";"EUTHANIZE";"ILL SEVERE";"UNTREATABLE";"UNTREATABLE";"";15
3;"ENGLISH SPOT";3;2;"A329947";17;1;"FIELD";"TRANSFER";"WESTFARM";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";9
1;"AUST SHEPHERD/MIX";3;3;"A216304";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WALKIN";"UNKNOWN";"TREATABLE/MANAGEABLE";"94928(38.3499842, -122.6928413)";17
1;"GERM SHEPHERD";2;1;"A299518";0;1;"FIELD";"RETURN TO OWNER";"FLD_NBR";"HEALTHY";"HEALTHY";"95446(38.503755, -122.9935)";14
2;"DOMESTIC MH";1;2;"A406975";0;1;"PHONE";"EUTHANIZE";"ILL SEVERE";"UNKNOWN";"UNTREATABLE";"";17
1;"WELSH CORGI PEM/MIX";4;2;"A384723";4;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95470(39.29278, -123.21987)";10
2;"DOMESTIC SH";3;2;"A308854";0;3;"OVER THE COUNTER";"ADOPTION";"49ER PET";"HEALTHY";"HEALTHY";"94954(38.263265, -122.641035)";10
1;"GERM SHEPHERD/MIX";3;1;"A415099";56;1;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"94954(38.263265, -122.641035)";2
1;"PIT BULL";1;1;"A306395";1;3;"FIELD";"EUTHANIZE";"AGGRESSIVE";"UNTREATABLE";"UNTREATABLE";"95407(38.4127094, -122.7412153)";10
2;"DOMESTIC SH";3;2;"A413237";106;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"UNKNOWN";"HEALTHY";"95403(38.4716444, -122.7398255)";4
1;"ROTTWEILER";4;3;"A330162";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"PENDING";"95409(38.46382, -122.67058)";9
1;"DOBERMAN PINSCH";1;1;"A306388";13;1;"OVER THE COUNTER";"TRANSFER";"HSIMC";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";12
1;"PIT BULL/MIX";1;3;"A302554";31;6;"VET_HOSP";"ADOPTION";"WALKIN";"UNKNOWN";"HEALTHY";"95462(38.46819, -123.01142)";12
1;"AKITA/GERM SHEPHERD";1;5;"A382221";30;1;"FIELD";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";6
1;"PIT BULL";3;3;"A407587";2;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"HEALTHY";"95404(38.44511, -122.708)";4
1;"GREAT DANE/MIX";1;7;"A342086";52;1;"FIELD";"TRANSFER";"MARIN HS";"HEALTHY";"HEALTHY";"94949(38.0670948, -122.5355114)";9
1;"GERM SHEPHERD";1;1;"A386337";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"PENDING";"95476(38.288405, -122.464525)";12
2;"DOMESTIC SH";1;6;"A340580";18;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";8
1;"CATAHOULA/MIX";3;1;"A317102";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"HEALTHY";"HEALTHY";"95448(38.613965, -122.869825)";10
1;"PUG";4;2;"A405282";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WALKIN";"UNKNOWN";"PENDING";"95407(38.4127094, -122.7412153)";10
1;"CHIHUAHUA SH";3;3;"A320706";0;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95404(38.44511, -122.708)";18
1;"SIBERIAN HUSKY";2;3;"A343623";0;1;"FIELD";"RETURN TO OWNER";"FLD_MCHIP";"UNKNOWN";"HEALTHY";"95448(38.613965, -122.869825)";11
1;"GERM SHEPHERD/MIX";4;1;"A394301";0;1;"FIELD";"RETURN TO OWNER";"FLD_MCHIP";"UNKNOWN";"HEALTHY";"95407(38.4127094, -122.7412153)";6
2;"DOMESTIC SH";3;6;"A308698";73;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"TREATABLE/REHAB";"HEALTHY";"95492(38.541355, -122.80026)";10
3;"PIG";2;1;"A294192";49;1;"FIELD";"ADOPTION";"INTERNET";"TREATABLE/MANAGEABLE";"HEALTHY";"95403(38.4716444, -122.7398255)";13
3;"LOP-ENGLISH/MIX";1;2;"A367954";21;1;"OVER THE COUNTER";"TRANSFER";"SAVEABUNNY";"HEALTHY";"HEALTHY";"94941(37.901575, -122.54157)";8
1;"GERM SHEPHERD";3;1;"A372842";23;1;"FIELD";"TRANSFER";"B A GERMAN";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";6
1;"GERM SHEPHERD";3;3;"A375835";29;2;"FLD_ARREST";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";7
1;"GERM SHEPHERD";4;1;"A411886";6;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"HEALTHY";"HEALTHY";"93635(37.0749267, -120.8432869)";6
1;"GERM SHEPHERD/LABRADOR RETR";1;1;"A306497";23;5;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"94972(38.317255, -122.921935)";11
1;"GERM SHEPHERD/MIX";1;1;"A300198";0;1;"FIELD";"RETURN TO OWNER";"FLD_MCHIP";"UNKNOWN";"HEALTHY";"95492(38.541355, -122.80026)";11
1;"BERNESE MTN DOG";1;7;"A420115";6;3;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"HEALTHY";"95476(38.288405, -122.464525)";8
1;"PIT BULL";4;3;"A324209";0;1;"FIELD";"RETURN TO OWNER";"FLD_NBR";"HEALTHY";"HEALTHY";"95446(38.503755, -122.9935)";10
1;"BLACK/TAN HOUND/MIX";4;1;"A310345";3;6;"PRIV_SHELT";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"HEALTHY";"HEALTHY";"95497(38.7028473, -123.442878)";11
2;"DOMESTIC SH";5;6;"A386290";0;1;"OVER THE COUNTER";"TRANSFER";"HSSC";"UNKNOWN";"TREATABLE/REHAB";"95407(38.4127094, -122.7412153)";5
1;"BORDER COLLIE/MIX";3;3;"A309249";41;1;"FIELD";"ADOPTION";"INTERNET";"HEALTHY";"HEALTHY";"94941(37.901575, -122.54157)";13
1;"SIBERIAN HUSKY";1;3;"A370973";35;1;"FIELD";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95490(39.40686, -123.354005)";7
2;"DOMESTIC SH";2;2;"A352824";0;1;"OVER THE COUNTER";"TRANSFER";"HSSC";"TREATABLE/REHAB";"TREATABLE/REHAB";"95407(38.4127094, -122.7412153)";6
1;"DACHSHUND";3;2;"A226120";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"HEALTHY";"HEALTHY";"95404(38.44511, -122.708)";16
1;"GERM SHEPHERD";1;1;"A224339";34;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"94931(38.3260186, -122.706422)";16
1;"PIT BULL/SIBERIAN HUSKY";2;3;"A394064";28;3;"OVER THE COUNTER";"EUTHANIZE";"AGGRESSIVE";"HEALTHY";"UNTREATABLE";"";6
1;"TR WALKER HOUND/MIX";1;3;"A420346";92;1;"FLD_STRAY";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95404(38.44511, -122.708)";1
1;"CHIHUAHUA SH";1;2;"A406004";19;5;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95448(38.613965, -122.869825)";4
1;"LABRADOR RETR";1;1;"A310603";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_NOTICE";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";14
1;"SIBERIAN HUSKY/MIX";1;3;"A400217";27;3;"FIELD_OS";"TRANSFER";"";"UNKNOWN";"TREATABLE/MANAGEABLE";"95035(37.4098951, -121.89306)";6
2;"DOMESTIC SH";2;6;"A401028";4;1;"FIELD";"TRANSFER";"HSSC";"TREATABLE/REHAB";"TREATABLE/REHAB";"95407(38.4127094, -122.7412153)";4
1;"PIT BULL";1;1;"A256089";26;3;"OVER THE COUNTER";"TRANSFER";"ROCKET DOG";"UNKNOWN";"TREATABLE/MANAGEABLE";"94146(37.751375, -122.43283)";15
1;"CHIHUAHUA SH/MIX";1;2;"A322315";43;1;"FIELD";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";14
2;"DOMESTIC SH";2;2;"A390534";21;4;"FLD_STRAY";"EUTHANIZE";"ILL SEVERE";"UNKNOWN";"UNTREATABLE";"";5
1;"PIT BULL/MIX";3;3;"A310278";47;3;"FIELD";"ADOPTION";"INTERNET";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";12
1;"RAT TERRIER";3;3;"A328742";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"HEALTHY";"96002(40.5701887, -122.3582188)";9
1;"CHIHUAHUA SH";2;2;"A313837";0;2;"FLD_ARREST";"RETURN TO OWNER";"FLD_NBR";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";16
1;"CAIRN TERRIER/MIX";3;2;"A349174";2;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"TREATABLE/REHAB";"HEALTHY";"95403(38.4716444, -122.7398255)";11
2;"DOMESTIC SH";1;2;"A416662";27;1;"OVER THE COUNTER";"RETURN TO OWNER";"FB OTHER";"TREATABLE/MANAGEABLE";"TREATABLE/MANAGEABLE";"95819(38.5645853, -121.4396322)";4
1;"LABRADOR RETR/MIX";1;5;"A414613";27;1;"OVER THE COUNTER";"ADOPTION";"OTH_MEDIA";"HEALTHY";"HEALTHY";"95482(39.14502, -123.21137)";2
2;"DOMESTIC SH";2;6;"A370653";0;1;"OVER THE COUNTER";"TRANSFER";"HSSC";"UNKNOWN";"HEALTHY";"95407(38.4127094, -122.7412153)";6
1;"ANATOL SHEPHERD";4;7;"A323102";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"HEALTHY";"HEALTHY";"94971(38.2496336, -122.9066522)";10
1;"LABRADOR RETR";1;5;"A351144";33;1;"OVER THE COUNTER";"TRANSFER";"HSSC";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";8
1;"PIT BULL";1;3;"A329369";94;1;"OVER THE COUNTER";"ADOPTION";"SPEC EVENT";"TREATABLE/REHAB";"HEALTHY";"95404(38.44511, -122.708)";10
1;"SIBERIAN HUSKY";3;1;"A270808";0;1;"OVER THE COUNTER";"RETURN TO OWNER";"RETURN TO OWNER";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";19
1;"CHIHUAHUA SH";4;5;"A379276";5;1;"BORN_HERE";"TRANSFER";"HSSC";"UNKNOWN";"PENDING";"95407(38.4127094, -122.7412153)";6
2;"SIAMESE/MIX";2;6;"A417400";0;1;"OVER THE COUNTER";"TRANSFER";"PETLUMA PP";"UNKNOWN";"HEALTHY";"94952(38.237, -122.640695)";1
1;"ITAL GREYHOUND/MIN PINSCHER";3;2;"A315030";1;6;"VET_HOSP";"TRANSFER";"GREEN DOG";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";11
2;"DOMESTIC SH";1;2;"A351092";3;2;"FLD_ARREST";"RETURN TO OWNER";"FLD_PRVS";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";9
1;"LABRADOR RETR/BORDER COLLIE";1;5;"A408577";89;1;"PHONE";"ADOPTION";"SCAS WEB";"TREATABLE/REHAB";"HEALTHY";"95492(38.541355, -122.80026)";3
2;"DOMESTIC MH";3;2;"A344633";7;3;"OVER THE COUNTER";"EUTHANIZE";"AGGRESSIVE";"UNTREATABLE";"UNTREATABLE";"";16
2;"DOMESTIC SH";3;2;"A397713";11;1;"PHONE";"RETURN TO OWNER";"COMMCAT";"TREATABLE/MANAGEABLE";"HEALTHY";"95404(38.44511, -122.708)";5
2;"DOMESTIC MH";5;6;"A390028";1;1;"FIELD";"TRANSFER";"REDWD VET";"UNKNOWN";"";"95407(38.4127094, -122.7412153)";5
2;"DOMESTIC SH";3;2;"A329778";11;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95687(38.340705, -121.989085)";9
2;"DOMESTIC SH";2;6;"A405102";37;1;"PHONE";"TRANSFER";"HSSC";"UNKNOWN";"HEALTHY";"95407(38.4127094, -122.7412153)";3
1;"FOX TERR SMOOTH/MIX";3;2;"A386186";16;1;"OVER THE COUNTER";"TRANSFER";"ARF";"HEALTHY";"HEALTHY";"94598(37.915095, -122.02109)";6
2;"DOMESTIC SH";1;2;"A411370";18;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";2
1;"FOX TERR WIRE/MIX";1;5;"A364795";11;1;"FIELD";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"94928(38.3499842, -122.6928413)";8
3;"RABBIT SH";3;2;"A313826";19;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95448(38.613965, -122.869825)";10
1;"PUG/BEAGLE";1;1;"A311416";9;1;"PRIV_SHELT";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";16
2;"DOMESTIC SH";1;6;"A390287";14;3;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95465(38.4062, -122.947145)";5
1;"CHIHUAHUA SH";3;2;"A339517";10;1;"FIELD";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95472(38.4007555, -122.8277055)";15
1;"MASTIFF/MIX";3;1;"A350264";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";15
1;"POODLE MIN/MALTESE";3;2;"A357604";27;1;"PRIV_SHELT";"ADOPTION";"REFERRAL-V";"HEALTHY";"HEALTHY";"95436(38.47872, -122.890155)";9
1;"PIT BULL/LABRADOR RETR";1;3;"A353508";64;1;"FIELD";"ADOPTION";"MOB EVENT";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";8
1;"MASTIFF";1;1;"A313927";35;3;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";10
1;"PIT BULL/MIX";4;1;"A421434";2;2;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_ARREST";"UNKNOWN";"PENDING";"95403(38.4716444, -122.7398255)";2
1;"CHINESE SHARPEI/MIX";3;1;"A305866";0;1;"FIELD";"RETURN TO OWNER";"FLD_MCHIP";"UNKNOWN";"HEALTHY";"94951(38.294195, -122.670365)";11
1;"DOBERMAN PINSCH";1;3;"A419262";46;1;"FIELD";"ADOPTION";"WALKIN";"UNKNOWN";"PENDING";"95492(38.541355, -122.80026)";2
2;"DOMESTIC SH";5;6;"A386292";0;1;"OVER THE COUNTER";"TRANSFER";"HSSC";"UNKNOWN";"TREATABLE/REHAB";"95407(38.4127094, -122.7412153)";5
1;"COCKER SPAN/MIX";4;2;"A346771";10;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"TREATABLE/REHAB";"TREATABLE/REHAB";"95442(38.3633499, -122.5276402)";19
1;"GERM SHEPHERD";1;1;"A382100";33;3;"OVER THE COUNTER";"TRANSFER";"LILYS LEGA";"HEALTHY";"HEALTHY";"94954(38.263265, -122.641035)";16
2;"DOMESTIC SH";4;6;"A337591";0;2;"FLD_ARREST";"EUTHANIZE";"ILL SEVERE";"UNTREATABLE";"UNTREATABLE";"";7
2;"DOMESTIC SH";3;6;"A317560";7;3;"OVER THE COUNTER";"ADOPTION";"WESTFARM";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";9
1;"GERM SHEPHERD/ALASKAN HUSKY";1;1;"A372702";4;5;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";7
1;"CHIHUAHUA SH/POMERANIAN";1;4;"A310018";2;6;"VET_HOSP";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"HEALTHY";"HEALTHY";"95409(38.46382, -122.67058)";15
2;"DOMESTIC MH";1;6;"A313615";5;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";10
2;"DOMESTIC SH";3;6;"A355782";13;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";7
