type,breed,color,sex,size,animal_id,intake_date,outcome_date,days_in_shelter,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_condition,outcome_condition,intake_jurisdiction,outcome_jurisdiction,outcome_zip_code,location,age
CAT,DOMESTIC LH,BRN TABBY/WHITE,Spayed,SMALL,A362600,10/14/2017,11/17/2017,34,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",9
DOG,BELG MALINOIS,BLACK/TAN,Male,LARGE,A329704,12/10/2015,01/04/2016,25,STRAY,FIELD,TRANSFER,WOOFPROJ,HEALTHY,TREATABLE/REHAB,COUNTY,OUT OF COUNTY,98662.0,"98662(45.6617058, -122.5918493)",9
DOG,LABRADOR RETR,BLACK,Male,LARGE,A377081,09/27/2018,09/29/2018,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,*WINDSOR,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",7
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,A372310,05/08/2018,06/07/2018,30,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",6
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A339070,06/29/2016,07/30/2016,31,STRAY,OVER THE COUNTER,ADOPTION,FINDER,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95401.0,"95401(38.44366, -122.7246163)",8
CAT,DOMESTIC MH,BLK SMOKE,Neutered,KITTN,A344141,10/22/2016,12/21/2016,60,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95448.0,"95448(38.613965, -122.869825)",8
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,A416422,03/29/2023,03/30/2023,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",3
CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Spayed,KITTN,A313031,10/23/2014,03/25/2015,153,STRAY,COMM CAT,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,*SEBASTOPOL,95472.0,"95472(38.4007555, -122.8277055)",10
DOG,BORDER COLLIE/MIX,WHITE/BROWN,Female,MED,A308171,06/21/2014,06/21/2014,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95403.0,"95403(38.4716444, -122.7398255)",14
DOG,GOLDEN RETR/POODLE STND,YELLOW,Neutered,LARGE,A029516,07/09/2017,07/25/2017,16,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928.0,"94928(38.3499842, -122.6928413)",18
DOG,GERM SHEPHERD,BLACK/TAN,Neutered,LARGE,A224339,03/18/2016,04/29/2016,42,STRAY,FIELD,TRANSFER,G SHEP NC,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95015.0,"95015(37.32288, -122.05352)",16
CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,A337583,05/25/2016,08/13/2016,80,CONFISCATE,FLD_ARREST,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",8
DOG,GERM SHEPHERD,BLACK/TAN,Neutered,LARGE,A273697,07/05/2018,08/01/2018,27,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,B A GERMAN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403.0,"95403(38.4716444, -122.7398255)",13
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A356004,07/27/2017,08/03/2017,7,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",7
DOG,BICHON FRISE,WHITE,Female,SMALL,A265647,09/15/2016,09/27/2016,12,CONFISCATE,FLD_ARREST,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",15
OTHER,DUTCH/MIX,BLACK/WHITE,Neutered,SMALL,A322987,06/16/2015,06/30/2015,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94574.0,"94574(38.504975, -122.47185)",10
DOG,PIT BULL/MIX,BLACK/WHITE,Spayed,MED,A393501,11/05/2019,11/21/2019,16,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,PENDING,COUNTY,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",5
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,A413165,09/15/2022,10/29/2022,44,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",2
DOG,CHINESE SHARPEI/LABRADOR RETR,WHITE,Spayed,LARGE,A301824,01/18/2014,04/03/2014,75,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95462.0,"95462(38.46819, -123.01142)",17
CAT,DOMESTIC LH,BLACK/WHITE,Spayed,SMALL,A408601,01/08/2022,03/16/2022,67,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",12
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Neutered,KITTN,A326654,09/04/2015,10/08/2015,34,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",9
DOG,AUST CATTLE DOG,GRAY/BLACK,Female,SMALL,A354162,06/21/2017,06/22/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,OUT OF COUNTY,95451.0,"95451(38.9769509, -122.8339173)",7
DOG,GERM SHEPHERD/MIX,BROWN/WHITE,Neutered,SMALL,A416497,04/03/2023,05/09/2023,36,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94558.0,"94558(38.3309306, -122.3247586)",2
DOG,CHIHUAHUA SH,TAN,Neutered,SMALL,A353124,05/19/2017,06/21/2017,33,STRAY,PRIV_SHELT,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",8
DOG,LABRADOR RETR/GREAT PYRENEES,WHITE,Spayed,LARGE,A412617,09/02/2022,09/08/2022,6,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,*HEALDSBURG,OUT OF COUNTY,94949.0,"94949(38.0670948, -122.5355114)",4
CAT,DOMESTIC SH,GRAY,Spayed,KITTN,A313632,11/10/2014,11/18/2014,8,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",10
DOG,PIT BULL,TAN,Neutered,LARGE,A340553,12/01/2018,01/04/2019,34,STRAY,FIELD,TRANSFER,NBAS,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94952.0,"94952(38.237, -122.640695)",10
OTHER,RABBIT SH,CHOCOLATE,Spayed,SMALL,A328204,10/12/2015,12/02/2015,51,STRAY,FIELD,TRANSFER,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",10
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A374485,07/06/2018,08/16/2018,41,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",5
DOG,PIT BULL/SIBERIAN HUSKY,BR BRINDLE/WHITE,Female,PUPPY,A412089,06/23/2022,06/30/2022,7,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,CWOB,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",2
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,A405219,06/05/2021,06/10/2021,5,STRAY,PHONE,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",3
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A413727,10/19/2022,12/22/2022,64,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",6
DOG,BRITTANY/GERM SH POINT,WHITE/TAN,Female,MED,A413375,09/23/2022,09/23/2022,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",6
DOG,PIT BULL/BOXER,TAN/WHITE,Spayed,MED,A316797,02/17/2015,02/19/2015,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",10
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A321230,05/02/2015,07/22/2015,81,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",14
DOG,GERM SHEPHERD/MIX,BLACK/TAN,Male,PUPPY,A372617,05/17/2018,05/19/2018,2,STRAY,OVER THE COUNTER,TRANSFER,DOGWOOD,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",6
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A341684,08/27/2016,10/18/2016,52,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",8
DOG,CHIHUAHUA LH/POMERANIAN,APRICOT/WHITE,Spayed,SMALL,A413875,12/28/2023,12/28/2023,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",15
DOG,PIT BULL,BLACK/WHITE,Neutered,LARGE,A402195,04/12/2022,04/12/2022,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95405.0,"95405(38.443415, -122.69178)",4
DOG,AMER BULLDOG/PIT BULL,WHITE,Neutered,LARGE,A336353,04/28/2016,05/03/2016,5,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",10
DOG,PARSON RUSS TER,WHITE/BLACK,Male,SMALL,A287901,01/23/2016,01/26/2016,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",16
CAT,DOMESTIC MH,BLK SMOKE,Spayed,KITTN,A311427,10/09/2014,10/14/2014,5,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*ROHNERT PARK,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",10
CAT,DOMESTIC SH,BRN TABBY,Unknown,KITTN,A406162,08/05/2021,08/17/2021,12,STRAY,PHONE,TRANSFER,HSSC,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",3
DOG,PIT BULL/MIX,TAN/WHITE,Neutered,MED,A342048,09/08/2016,09/17/2016,9,OWNER SURRENDER,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95409.0,"95409(38.46382, -122.67058)",8
DOG,CHIHUAHUA SH,TAN/BLACK,Male,SMALL,A407849,11/16/2021,12/04/2021,18,STRAY,FIELD,TRANSFER,SEQUOIA HS,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95503.0,"95503(40.77516, -124.18015)",6
DOG,PIT BULL,BR BRINDLE/WHITE,Neutered,MED,A319770,04/02/2015,04/02/2015,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",11
DOG,CHIHUAHUA SH/MIX,BROWN,Neutered,SMALL,A346216,01/05/2017,02/10/2017,36,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",10
DOG,GOLDEN RETR/MIX,WHITE,Spayed,MED,A345742,11/30/2016,12/13/2016,13,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,TREATABLE/REHAB,SANTA ROSA,COUNTY,95436.0,"95436(38.47872, -122.890155)",8
DOG,CHIHUAHUA LH/MIX,BUFF,Neutered,SMALL,A255099,07/05/2017,07/06/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",18
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,A405218,06/05/2021,06/17/2021,12,STRAY,PHONE,ADOPTION,WESTFARM,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,A332278,03/12/2016,03/18/2016,6,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95409.0,"95409(38.46382, -122.67058)",9
CAT,DOMESTIC SH,TORTIE/WHITE,Spayed,SMALL,A354671,07/05/2017,07/18/2017,13,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,*PETALUMA,94952.0,"94952(38.237, -122.640695)",10
DOG,DACHSHUND/MIX,BROWN,Neutered,SMALL,A326408,08/29/2015,09/12/2015,14,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446.0,"95446(38.503755, -122.9935)",10
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A334892,03/25/2016,04/02/2016,8,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",9
DOG,GERM SHEPHERD,TAN/BLACK,Neutered,LARGE,A301373,01/09/2014,01/10/2014,1,TRANSFER,VET_HOSP,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",14
DOG,WELSH CORGI PEM,TRICOLOR,Male,MED,A223432,01/09/2017,01/10/2017,1,CONFISCATE,FLD_CORONR,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,85201.0,"85201(33.421585, -111.835345)",15
DOG,MASTIFF,TAN/BLACK,Neutered,LARGE,A348041,02/07/2017,02/08/2017,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,94951.0,"94951(38.294195, -122.670365)",9
DOG,PIT BULL/MIX,BROWN/WHITE,Male,SMALL,A416204,03/15/2023,03/16/2023,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",3
DOG,PIT BULL,GRAY/WHITE,Neutered,LARGE,A315377,05/14/2019,05/15/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95436.0,"95436(38.47872, -122.890155)",12
CAT,DOMESTIC SH,GRAY TABBY,Male,KITTN,A399515,08/11/2020,08/12/2020,1,STRAY,PHONE,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",4
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A312877,10/18/2014,10/24/2014,6,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",10
DOG,CAIRN TERRIER/MIX,WHITE/TAN,Spayed,PUPPY,A337034,05/13/2016,05/27/2016,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928.0,"94928(38.3499842, -122.6928413)",9
DOG,LABRADOR RETR,BLACK,Male,LARGE,A418425,06/22/2018,06/22/2018,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",9
DOG,GERM SHEPHERD,BLACK/TAN,Spayed,MED,A358872,12/21/2017,01/18/2018,28,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",9
DOG,BORDER COLLIE,BLACK/WHITE,Female,SMALL,A369347,03/12/2018,03/13/2018,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,COUNTY,COUNTY,95425.0,"95425(38.79895, -123.01762)",7
CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,A344649,10/28/2016,11/15/2016,18,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",8
DOG,BORDER COLLIE/MIX,BLACK/WHITE,Neutered,LARGE,A036407,03/09/2019,03/12/2019,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_LIC,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95412.0,"95412(38.7181263, -123.3464706)",18
DOG,BORDER COLLIE,WHITE/BLACK,Spayed,PUPPY,A415328,02/03/2023,04/01/2023,57,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95485.0,"95485(39.16579, -122.907095)",2
DOG,GERM SHEPHERD/MIX,BLACK/BR BRINDLE,Spayed,MED,A306376,05/09/2014,05/20/2014,11,TRANSFER,VET_HOSP,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",11
DOG,GREAT PYRENEES,WHITE,Neutered,MED,A418990,09/13/2023,09/26/2023,13,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,COUNTY,COUNTY,95409.0,"95409(38.46382, -122.67058)",2
CAT,DOMESTIC MH,BLACK/WHITE,Neutered,SMALL,A402429,02/06/2021,02/06/2021,0,STRAY,PHONE,TRANSFER,PETCARE,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",13
DOG,GERM SHEPHERD/MIX,RED/BLACK,Male,PUPPY,A422580,12/01/2023,12/13/2023,12,STRAY,OVER THE COUNTER,TRANSFER,RP SHELTER,UNKNOWN,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928.0,"94928(38.3499842, -122.6928413)",1
CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,A340210,07/29/2016,08/27/2016,29,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL,HEALTHY,HEALTHY,*WINDSOR,COUNTY,94515.0,"94515(38.5818482, -122.5799026)",8
CAT,SIAMESE/MIX,LILAC PT/WHITE,Neutered,SMALL,A365360,12/07/2017,12/22/2017,15,OWNER SURRENDER,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",7
CAT,DOMESTIC SH,BLACK/WHITE,Unknown,SMALL,A335240,04/06/2016,04/06/2016,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",8
CAT,DOMESTIC SH,ORANGE,Spayed,SMALL,A413788,10/21/2022,12/02/2022,42,CONFISCATE,FIELD,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",2
CAT,DOMESTIC SH,BRN TABBY,Unknown,KITTN,A412554,07/22/2022,08/02/2022,11,QUARANTINE,OVER THE COUNTER,TRANSFER,FORGOTTEN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",2
DOG,PIT BULL/MIX,BLACK/WHITE,Female,MED,A422407,11/25/2023,11/28/2023,3,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",4
CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,A397817,06/09/2020,08/19/2020,71,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",3
DOG,YORKSHIRE TERR/SCHNAUZER MIN,BROWN,Neutered,TOY,A240507,07/05/2014,07/08/2014,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",15
CAT,DOMESTIC SH,ORANGE/WHITE,Neutered,KITTN,A418165,06/09/2023,07/06/2023,27,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",1
CAT,DOMESTIC SH,BRN TABBY,Unknown,KITTN,A419479,08/04/2023,08/04/2023,0,STRAY,EMAIL,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",1
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A332315,12/01/2017,01/02/2018,32,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL-O,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95452.0,"95452(38.41486, -122.55125)",9
DOG,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,A378357,10/20/2018,10/23/2018,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",8
CAT,DOMESTIC SH,ORANGE/WHITE,Neutered,SMALL,A418809,07/05/2023,09/02/2023,59,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",4
DOG,GERM SHEPHERD,BLACK,Male,LARGE,A419429,08/02/2023,08/05/2023,3,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",4
CAT,DOMESTIC LH,GRAY,Spayed,MED,A330492,05/11/2023,05/11/2023,0,CONFISCATE,FLD_EVICT,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",9
CAT,DOMESTIC LH,TORTIE,Spayed,SMALL,A331470,12/30/2015,01/05/2016,6,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,*WINDSOR,OUT OF COUNTY,94558.0,"94558(38.3309306, -122.3247586)",9
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A414447,12/14/2022,01/05/2023,22,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",2
DOG,GERM SHEPHERD,BLACK/TAN,Neutered,LARGE,A378356,10/20/2018,10/23/2018,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",7
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A375247,08/09/2018,08/18/2018,9,STRAY,OVER THE COUNTER,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404.0,"95404(38.44511, -122.708)",6
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,A397742,06/03/2020,08/29/2020,87,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",4
DOG,PIT BULL,TAN/WHITE,Spayed,MED,A365223,12/02/2017,12/08/2017,6,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95436.0,"95436(38.47872, -122.890155)",13
DOG,PIT BULL,WHITE/BROWN,Spayed,MED,A331946,01/15/2016,02/02/2016,18,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",12
DOG,LABRADOR RETR/MIX,BLUE/WHITE,Neutered,MED,A402348,02/04/2021,02/05/2021,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",4
DOG,PARSON RUSS TER,BLACK/TAN,Spayed,SMALL,A312226,12/02/2014,01/13/2015,42,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,GREEN DOG,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",18
DOG,CHIHUAHUA SH,TAN,Spayed,SMALL,A362683,10/17/2017,11/18/2017,32,STRAY,PRIV_SHELT,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405.0,"95405(38.443415, -122.69178)",8
